turma,periodo,professor,horario,cod_disciplina,,
2,2023.1,DANIEL JUNQUEIRA TARQUINIO (30h),7M34,MUS0747,,
1,2023.1,JOAO PAULO MACHADO (30h),7T34,MUS0748,,
1,2023.1,FLAVIA MOTOYAMA NARITA (30h),5M34,MUS0749,,
2,2023.1,HANIEL HENRIQUE VIEIRA DE QUEIROZ (30h),4N34,MUS0749,,
3,2023.1,MARIA CRISTINA DE CARVALHO CASCELLI DE AZEVEDO (30h),6N12,MUS0749,,
4,2023.1,JANAINA CONDESSA (30h),5T23,MUS0749,,
5,2023.1,ANA MELISSA PINTO DE OLIVEIRA (30h),3T45,MUS0749,,
6,2023.1,HANIEL HENRIQUE VIEIRA DE QUEIROZ (30h),3N12,MUS0749,,
1,2023.1,HANIEL HENRIQUE VIEIRA DE QUEIROZ (30h),4N34,MUS0750,,
2,2023.1,FLAVIA MOTOYAMA NARITA (30h),5M34,MUS0750,,
3,2023.1,MARIA CRISTINA DE CARVALHO CASCELLI DE AZEVEDO (30h),6N12,MUS0750,,
4,2023.1,ANA MELISSA PINTO DE OLIVEIRA (30h),3T45,MUS0750,,
6,2023.1,JANAINA CONDESSA (30h),5T23,MUS0750,,
1,2023.1,HANIEL HENRIQUE VIEIRA DE QUEIROZ (60h),35N34,MUS0751,,
1,2023.1,SIMONE LACORTE RECOVA (60h),24M12,MUS0753,,
2,2023.1,FRANCINE KEMMER CERNEV (60h),35N12,MUS0753,,
1,2023.1,ULIANA DIAS CAMPOS FERLIM (60h),6T2345,MUS0758,,
1,2023.1,PEDRO HENRIQUE CARVALHO BIELSCHOWSKY (30h),4N12,MUS0761,,
2,2023.1,EBNEZER MAURILIO NOGUEIRA DA SILVA (30h),5T23,MUS0761,,
1,2023.1,PEDRO HENRIQUE CARVALHO BIELSCHOWSKY (30h),6N34,MUS0763,,
1,2023.1,BOJIN ILIEV NEDIALKOV (30h),2M5  2T1,MUS0764,,
2,2023.1,PEDRO HENRIQUE CARVALHO BIELSCHOWSKY (30h),6N34,MUS0764,,
1,2023.1,SIMONE LACORTE RECOVA (30h),2M34,MUS0765,,
1,2023.1,BRUNO ROSAS MANGUEIRA (30h),5M5  5T1,MUS0766,,
1,2023.1,HAMILTON PINHEIRO DE FARIAS JUNIOR (30h),5T45,MUS0768,,
1,2023.1,PAULO ROBERTO AFFONSO MARINS (30h),5T45,MUS0768,,
1,2023.1,BRUNO ROSAS MANGUEIRA (30h),4M5  4T1,MUS0769,,
1,2023.1,ANTENOR FERREIRA CORREA (30h),2N12,MUS0770,,
1,2023.1,ANTENOR FERREIRA CORREA (30h),2N34,MUS0771,,
1,2023.1,SIMONE LACORTE RECOVA (30h),2M34,MUS0772,,
2,2023.1,ULIANA DIAS CAMPOS FERLIM (30h),7M34,MUS0773,,
1,2023.1,BRUNO ROSAS MANGUEIRA (30h),7T45,MUS0774,,
1,2023.1,ANTENOR FERREIRA CORREA (30h),3N12,MUS0775,,
1,2023.1,EDSON DIAS CARVALHO (60h),35M34,MUS0776,,
2,2023.1,ISABELA SEKEFF COUTINHO RIBEIRO (60h),24N12,MUS0776,,
2,2023.1,ISABELA SEKEFF COUTINHO RIBEIRO (60h),24N12,MUS0777,,
1,2023.1,ULIANA DIAS CAMPOS FERLIM (30h),6N12,MUS0779,,
1,2023.1,BRUNO ROSAS MANGUEIRA (30h),6M12,MUS0784,,
1,2023.1,ANTENOR FERREIRA CORREA (30h),3N34,MUS0785,,
1,2023.1,ANTENOR FERREIRA CORREA (30h),4N12,MUS0786,,
2,2023.1,HAMILTON PINHEIRO DE FARIAS JUNIOR (120h),35N1234,MUS0787,,
3,2023.1,DELMARY VASCONCELOS DE ABREU (120h),35M1234,MUS0787,,
1,2023.1,JANAINA CONDESSA (60h),3N1234,MUS0788,,
2,2023.1,JANAINA CONDESSA (60h),6T2345,MUS0788,,
1,2023.1,PAULO ROBERTO AFFONSO MARINS (30h),5T45,MUS0790,,
1,2023.1,HAMILTON PINHEIRO DE FARIAS JUNIOR (30h),5T45,MUS0790,,
1,2023.1,BRUNO ROSAS MANGUEIRA (30h),3M5  3T1,MUS0791,,
1,2023.1,BRUNO ROSAS MANGUEIRA (30h),7M12,MUS0792,,
1,2023.1,BRUNO ROSAS MANGUEIRA (30h),7M34,MUS0793,,
1,2023.1,ANTENOR FERREIRA CORREA (30h),3N34,MUS0800,,
1,2023.1,BRUNO ROSAS MANGUEIRA (30h),7T6  7N1,MUS0801,,
1,2023.1,ULIANA DIAS CAMPOS FERLIM (30h),6N12,MUS0803,,
1,2023.1,ADEILTON BAIRRAL (30h),5N34,MUS0804,,
1,2023.1,MARIA CRISTINA DE CARVALHO CASCELLI DE AZEVEDO (30h),6N12,MUS0810,,
1,2023.1,MARIA CRISTINA DE CARVALHO CASCELLI DE AZEVEDO (30h),6N12,MUS0811,,
2,2023.1,FLAVIA MOTOYAMA NARITA (30h),5M34,MUS0811,,
1,2023.1,MARIA CRISTINA DE CARVALHO CASCELLI DE AZEVEDO (30h),6N12,MUS0813,,
2,2023.1,HANIEL HENRIQUE VIEIRA DE QUEIROZ (30h),4N34,MUS0813,,
3,2023.1,ANA MELISSA PINTO DE OLIVEIRA (30h),3T45,MUS0813,,
4,2023.1,FLAVIA MOTOYAMA NARITA (30h),5M34,MUS0813,,
5,2023.1,HANIEL HENRIQUE VIEIRA DE QUEIROZ (30h),3N12,MUS0813,,
6,2023.1,JANAINA CONDESSA (30h),5T23,MUS0813,,
1,2023.1,MARIA CRISTINA DE CARVALHO CASCELLI DE AZEVEDO (30h),6N12,MUS0814,,
2,2023.1,ANA MELISSA PINTO DE OLIVEIRA (30h),3T45,MUS0814,,
3,2023.1,HANIEL HENRIQUE VIEIRA DE QUEIROZ (30h),4N34,MUS0814,,
4,2023.1,FLAVIA MOTOYAMA NARITA (30h),5M34,MUS0814,,
5,2023.1,HANIEL HENRIQUE VIEIRA DE QUEIROZ (30h),3N12,MUS0814,,
6,2023.1,JANAINA CONDESSA (30h),5T23,MUS0814,,
1,2023.1,FLAVIA MOTOYAMA NARITA (30h),5M34,MUS0815,,
2,2023.1,HANIEL HENRIQUE VIEIRA DE QUEIROZ (30h),4N34,MUS0815,,
3,2023.1,MARIA CRISTINA DE CARVALHO CASCELLI DE AZEVEDO (30h),6N12,MUS0815,,
4,2023.1,ANA MELISSA PINTO DE OLIVEIRA (30h),3T45,MUS0815,,
5,2023.1,HANIEL HENRIQUE VIEIRA DE QUEIROZ (30h),3N12,MUS0815,,
6,2023.1,JANAINA CONDESSA (30h),5T23,MUS0815,,
1,2023.1,ANA MELISSA PINTO DE OLIVEIRA (30h),3T45,MUS0816,,
2,2023.1,HANIEL HENRIQUE VIEIRA DE QUEIROZ (30h),4N34,MUS0816,,
3,2023.1,MARIA CRISTINA DE CARVALHO CASCELLI DE AZEVEDO (30h),6N12,MUS0816,,
4,2023.1,FLAVIA MOTOYAMA NARITA (30h),5M34,MUS0816,,
5,2023.1,HANIEL HENRIQUE VIEIRA DE QUEIROZ (30h),3N12,MUS0816,,
6,2023.1,JANAINA CONDESSA (30h),5T23,MUS0816,,
1,2023.1,BRUNO ROSAS MANGUEIRA (30h),6M5  6T1,MUS0820,,
1,2023.1,BRUNO ROSAS MANGUEIRA (30h),2M5  2T1,MUS0821,,
1,2023.1,FRANCINE KEMMER CERNEV (60h),,MUS0826,,
1,2023.1,SIMONE LACORTE RECOVA (60h),,MUS0828,,
2,2023.1,DENISE CRISTINA FERNANDES SCARAMBONE (60h),,MUS0828,,
4,2023.1,VADIM DA COSTA ARSKY FILHO (60h),,MUS0828,,
1,2023.1,DELMARY VASCONCELOS DE ABREU (125h),,MUS0829,,
1,2023.1,DELMARY VASCONCELOS DE ABREU (125h),,MUS0830,,
1,2023.1,SIMONE LACORTE RECOVA (60h),,MUS0831,,
2,2023.1,DENISE CRISTINA FERNANDES SCARAMBONE (60h),,MUS0831,,
3,2023.1,PAULO ROBERTO AFFONSO MARINS (60h),,MUS0831,,
4,2023.1,VADIM DA COSTA ARSKY FILHO (60h),,MUS0831,,
1,2023.1,SIMONE LACORTE RECOVA (60h),,MUS0833,,
2,2023.1,DENISE CRISTINA FERNANDES SCARAMBONE (60h),,MUS0833,,
3,2023.1,PAULO ROBERTO AFFONSO MARINS (60h),,MUS0833,,
4,2023.1,VADIM DA COSTA ARSKY FILHO (60h),,MUS0833,,
1,2023.1,DELMARY VASCONCELOS DE ABREU (125h),,MUS0834,,
1,2023.1,SIMONE LACORTE RECOVA (60h),,MUS0835,,
2,2023.1,DENISE CRISTINA FERNANDES SCARAMBONE (60h),,MUS0835,,
3,2023.1,PAULO ROBERTO AFFONSO MARINS (60h),,MUS0835,,
4,2023.1,VADIM DA COSTA ARSKY FILHO (60h),,MUS0835,,
1,2023.1,JULIANA DE FREITAS DIAS (60h),,MUS0837,,
1,2023.1,MARIA CRISTINA DE CARVALHO CASCELLI DE AZEVEDO (60h),,MUS0849,,
1,2023.1,VERONICA CORTEZ GINANI (15h),5T23,NUT0001,,
1,2023.1,ANELISE RIZZOLO DE OLIVEIRA (15h),5T23,NUT0001,,
1,2023.1,VIVIANE BELINI RODRIGUES (15h),3T234,NUT0002,,
1,2023.1,MARIA NATACHA TORAL BERTOLIN (15h),3T234,NUT0002,,
1,2023.1,ELISABETTA GIOCONDA IOLE GIOVANNA RECINE (15h),3T234,NUT0002,,
1,2023.1,TERESA HELENA MACEDO DA COSTA (15h),2T234,NUT0003,,
1,2023.1,SANDRA FERNANDES ARRUDA (15h),2T234,NUT0003,,
1,2023.1,CAIO EDUARDO GONCALVES REIS (15h),2T234,NUT0003,,
1,2023.1,WILMA MARIA COELHO ARAUJO (15h),4T234,NUT0004,,
1,2023.1,ELIANA DOS SANTOS LEANDRO (15h),4T234,NUT0004,,
1,2023.1,LIVIA DE LACERDA DE OLIVEIRA (15h),4T234,NUT0004,,
1,2023.1,ELIANE SAID DUTRA (15h),4T234,NUT0005,,
1,2023.1,KENIA MARA BAIOCCHI DE CARVALHO (15h),4T234,NUT0005,,
1,2023.1,GABRIELA SOUSA DE OLIVEIRA (15h),4T234,NUT0005,,
1,2023.1,MARIA NATACHA TORAL BERTOLIN (30h),24M34,NUT0007,,
1,2023.1,LARISSA BUENO FERREIRA (30h),24M34,NUT0007,,
1,2023.1,NATHALIA MARCOLINI PELUCIO PIZATO (15h),3T23,NUT0008,,
1,2023.1,LEANDRO DA CUNHA BAIA (15h),3T23,NUT0008,,
1,2023.1,LARISSA BUENO FERREIRA (15h),4T234,NUT0009,,
1,2023.1,VIVIAN SIQUEIRA SANTOS GONCALVES (30h),4T234,NUT0009,,
1,2023.1,KENIA MARA BAIOCCHI DE CARVALHO (30h),3M34,NUT0010,,
1,2023.1,JÉSSICA PEDROSO DA SILVA (30h),6M12,NUT0014,,
2,2023.1,LIVIA DE LACERDA DE OLIVEIRA (30h),3M12,NUT0014,,
1,2023.1,LEWESTTER MELCHIOR DE LIMA (20h),24T23,NUT0028,,
1,2023.1,MARIA NATACHA TORAL BERTOLIN (20h),24T23,NUT0028,,
1,2023.1,ELISABETTA GIOCONDA IOLE GIOVANNA RECINE (20h),24T23,NUT0028,,
1,2023.1,ANELISE RIZZOLO DE OLIVEIRA (60h),24T45,NUT0032,,
1,2023.1,RENATA PUPPIN ZANDONADI MAGALHAES (60h),5M1234,NUT0041,,
1,2023.1,RAQUEL BRAZ ASSUNCAO BOTELHO (60h),5M1234,NUT0041,,
1,2023.1,SANDRA FERNANDES ARRUDA (23h),4M234,NUT0054,,
1,2023.1,CAIO EDUARDO GONCALVES REIS (22h),4M234,NUT0054,,
1,2023.1,SANDRA FERNANDES ARRUDA (45h),4T234,NUT0055,,
1,2023.1,TERESA HELENA MACEDO DA COSTA (30h),2M12,NUT0068,,
1,2023.1,CAIO EDUARDO GONCALVES REIS (45h),5T234,NUT0070,,
2,2023.1,RENATA ALVES MONTEIRO (15h),5M34,NUT0079,,
2,2023.1,LEWESTTER MELCHIOR DE LIMA (15h),5M34,NUT0079,,
1,2023.1,ELIANE SAID DUTRA (15h),5T23,NUT0081,,
1,2023.1,PATRICIA BORGES BOTELHO GAMBA (15h),5T23,NUT0081,,
1,2023.1,GABRIELA SOUSA DE OLIVEIRA (30h),3T23,NUT0082,,
5,2023.1,REGINA COELI DE CARVALHO ALVES (60h),5M1234,NUT0088,,
6,2023.1,PATRICIA BORGES BOTELHO GAMBA (60h),3T2345,NUT0088,,
7,2023.1,LEANDRO DA CUNHA BAIA (60h),2M1234,NUT0088,,
8,2023.1,NATHALIA MARCOLINI PELUCIO PIZATO (60h),5T2345,NUT0088,,
9,2023.1,VIVIANE BELINI RODRIGUES (60h),4M1234,NUT0088,,
10,2023.1,LARISSA BUENO FERREIRA (60h),3T2345,NUT0088,,
11,2023.1,NATHALIA MARCOLINI PELUCIO PIZATO (60h),4T1234,NUT0088,,
1,2023.1,RENATA PUPPIN ZANDONADI MAGALHAES (60h),3M1234,NUT0089,,
1,2023.1,RAQUEL BRAZ ASSUNCAO BOTELHO (60h),3M1234,NUT0089,,
1,2023.1,LIVIA DE LACERDA DE OLIVEIRA (60h),6M1234,NUT0091,,
1,2023.1,WILMA MARIA COELHO ARAUJO (60h),2T2345,NUT0092,,
1,2023.1,CAIO EDUARDO GONCALVES REIS (30h),3T2345,NUT0095,,
1,2023.1,TERESA HELENA MACEDO DA COSTA (30h),3T2345,NUT0095,,
1,2023.1,ELIANA DOS SANTOS LEANDRO (30h),3M45,NUT0096,,
1,2023.1,PATRICIA BORGES BOTELHO GAMBA (35h),4M1234 6M34,NUT0097,,
1,2023.1,NATHALIA MARCOLINI PELUCIO PIZATO (35h),4M1234 6M34,NUT0097,,
1,2023.1,GABRIELA SOUSA DE OLIVEIRA (20h),4M1234 6M34,NUT0097,,
1,2023.1,LARISSA BUENO FERREIRA (20h),5T23,NUT0136,,
1,2023.1,VIVIAN SIQUEIRA SANTOS GONCALVES (10h),5T23,NUT0136,,
2,2023.1,VIVIAN SIQUEIRA SANTOS GONCALVES (10h),5T45,NUT0136,,
2,2023.1,LARISSA BUENO FERREIRA (20h),5T45,NUT0136,,
1,2023.1,VIVIAN SIQUEIRA SANTOS GONCALVES (15h),3M34,NUT0137,,
1,2023.1,LEANDRO DA CUNHA BAIA (15h),3M34,NUT0137,,
1,2023.1,SANDRA FERNANDES ARRUDA (10h),3M34,NUT0138,,
1,2023.1,RITA DE CASSIA COELHO DE ALMEIDA AKUTSU (10h),3M34,NUT0138,,
1,2023.1,KARIN ELEONORA SAVIO DE OLIVEIRA (10h),3M34,NUT0138,,
1,2023.1,KARIN ELEONORA SAVIO DE OLIVEIRA (22h),2M123,NUT0139,,
1,2023.1,RITA DE CASSIA COELHO DE ALMEIDA AKUTSU (23h),2M123,NUT0139,,
2,2023.1,KARIN ELEONORA SAVIO DE OLIVEIRA (23h),2M123,NUT0139,,
2,2023.1,RITA DE CASSIA COELHO DE ALMEIDA AKUTSU (22h),2M123,NUT0139,,
3,2023.1,RITA DE CASSIA COELHO DE ALMEIDA AKUTSU (15h),5M234,NUT0139,,
3,2023.1,KARIN ELEONORA SAVIO DE OLIVEIRA (15h),5M234,NUT0139,,
3,2023.1,MAISA FERNANDES CAIXETA LINS (15h),5M234,NUT0139,,
1,2023.1,KARIN ELEONORA SAVIO DE OLIVEIRA (12h),3M12,NUT0140,,
1,2023.1,MAISA FERNANDES CAIXETA LINS (8h),3M12,NUT0140,,
1,2023.1,RITA DE CASSIA COELHO DE ALMEIDA AKUTSU (10h),3M12,NUT0140,,
1,2023.1,RITA DE CASSIA COELHO DE ALMEIDA AKUTSU (23h),2T234,NUT0141,,
1,2023.1,KARIN ELEONORA SAVIO DE OLIVEIRA (22h),2T234,NUT0141,,
2,2023.1,RITA DE CASSIA COELHO DE ALMEIDA AKUTSU (23h),2T234,NUT0141,,
2,2023.1,KARIN ELEONORA SAVIO DE OLIVEIRA (22h),2T234,NUT0141,,
3,2023.1,KARIN ELEONORA SAVIO DE OLIVEIRA (23h),5T123,NUT0141,,
3,2023.1,RITA DE CASSIA COELHO DE ALMEIDA AKUTSU (22h),5T123,NUT0141,,
1,2023.1,VERONICA CORTEZ GINANI (15h),2M34,NUT0142,,
1,2023.1,ELIANA DOS SANTOS LEANDRO (15h),2M34,NUT0142,,
1,2023.1,ELIANA DOS SANTOS LEANDRO (15h),4M12,NUT0143,,
1,2023.1,VERONICA CORTEZ GINANI (15h),4M12,NUT0143,,
2,2023.1,VERONICA CORTEZ GINANI (15h),4M34,NUT0143,,
2,2023.1,ELIANA DOS SANTOS LEANDRO (15h),4M34,NUT0143,,
1,2023.1,RODRIGO ANTONIO DE MEDEIROS (30h),2T45,ODT0003,,
1,2023.1,EVELYN MIKAELA KOGAWA (30h),2T45,ODT0003,,
1,2023.1,ALINE URSULA ROCHA FERNANDES (30h),2T45,ODT0003,,
1,2023.1,RODRIGO ANTONIO DE MEDEIROS (30h),2T23,ODT0004,,
1,2023.1,ALINE URSULA ROCHA FERNANDES (30h),2T23,ODT0004,,
1,2023.1,EVELYN MIKAELA KOGAWA (30h),2T23,ODT0004,,
1,2023.1,LILIANA VICENTE MELO DE LUCAS REZENDE (60h),2M1234,ODT0005,,
1,2023.1,NEWTON CHAVES BRAGA (60h),2M1234,ODT0005,,
1,2023.1,LUCAS FERNANDO TABATA (60h),2M1234,ODT0005,,
1,2023.1,FLAVIANA SOARES ROCHA (60h),4M1234,ODT0006,,
1,2023.1,ANDREA CRISTINA DA SILVA GAMA CERQUEIRA (60h),4M1234,ODT0006,,
1,2023.1,ANDRE LUIS VIEIRA CORTEZ (60h),4M1234,ODT0006,,
1,2023.1,SERGIO BRUZADELLI MACEDO (60h),4M1234,ODT0006,,
1,2023.1,LEANDRO AUGUSTO HILGERT (60h),35M1234  3T2345,ODT0009,,
1,2023.1,BRUNA FRIZON GREGGIANIN (60h),35M1234  3T2345,ODT0009,,
1,2023.1,PAULO TADEU DE SOUZA FIGUEIREDO (60h),35M1234  3T2345,ODT0009,,
1,2023.1,MARIA DO CARMO MACHADO GUIMARAES (60h),35M1234  3T2345,ODT0009,,
1,2023.1,RAYSSA FERREIRA ZANATTA (60h),35M1234  3T2345,ODT0009,,
1,2023.1,FABRICIA ARAUJO PEREIRA (120h),35M1234  3T2345,ODT0009,,
1,2023.1,JACY RIBEIRO DE CARVALHO JUNIOR (60h),35M1234  3T2345,ODT0009,,
1,2023.1,CARLA RUFFEIL MOREIRA MESQUITA (60h),35M1234  3T2345,ODT0009,,
1,2023.1,ANDRE FERREIRA LEITE (60h),35M1234  3T2345,ODT0009,,
1,2023.1,CRISTINE MIRON STEFANI (60h),35M1234  3T2345,ODT0009,,
1,2023.1,NICOLE AIMEE RODRIGUES JOSE (60h),35M1234  3T2345,ODT0009,,
1,2023.1,LEONARDO FERNANDES DA CUNHA (60h),35M1234  3T2345,ODT0009,,
1,2023.1,RAYSSA FERREIRA ZANATTA (30h),5T45,ODT0010,,
1,2023.1,LEONARDO FERNANDES DA CUNHA (15h),5T45,ODT0010,,
1,2023.1,LEANDRO AUGUSTO HILGERT (30h),5T45,ODT0010,,
1,2023.1,FABIO CARNEIRO MARTINS (60h),4T2345,ODT0011,,
1,2023.1,TIAGO ARAUJO COELHO DE SOUZA (60h),4T2345,ODT0011,,
1,2023.1,EMILIA CARVALHO LEITAO BIATO (60h),4T2345,ODT0011,,
2,2023.1,TIAGO ARAUJO COELHO DE SOUZA (60h),6M1234,ODT0011,,
2,2023.1,FABIO CARNEIRO MARTINS (45h),6M1234,ODT0011,,
2,2023.1,GILBERTO ALFREDO PUCCA JUNIOR (60h),6M1234,ODT0011,,
1,2023.1,LILIANA VICENTE MELO DE LUCAS REZENDE (60h),35M1234  34T2345,ODT0013,,
1,2023.1,JACY RIBEIRO DE CARVALHO JUNIOR (60h),35M1234  34T2345,ODT0013,,
1,2023.1,FERNANDA CRISTINA PIMENTEL GARCIA (15h),35M1234  34T2345,ODT0013,,
1,2023.1,EVELYN MIKAELA KOGAWA (60h),35M1234  34T2345,ODT0013,,
1,2023.1,ANDREA CRISTINA DA SILVA GAMA CERQUEIRA (60h),35M1234  34T2345,ODT0013,,
1,2023.1,FLAVIANA SOARES ROCHA (30h),35M1234  34T2345,ODT0013,,
1,2023.1,ANDRE LUIS VIEIRA CORTEZ (30h),35M1234  34T2345,ODT0013,,
1,2023.1,SERGIO BRUZADELLI MACEDO (30h),35M1234  34T2345,ODT0013,,
1,2023.1,RODRIGO ANTONIO DE MEDEIROS (60h),35M1234  34T2345,ODT0013,,
1,2023.1,LEONARDO FERNANDES DA CUNHA (15h),35M1234  34T2345,ODT0013,,
1,2023.1,ROBERTO MACHADO CRUZ (60h),35M1234  34T2345,ODT0013,,
1,2023.1,NEWTON CHAVES BRAGA (60h),35M1234  34T2345,ODT0013,,
1,2023.1,ALINE URSULA ROCHA FERNANDES (60h),35M1234  34T2345,ODT0013,,
1,2023.1,LUCAS FERNANDO TABATA (60h),35M1234  34T2345,ODT0013,,
1,2023.1,ROBERTO MACHADO CRUZ (60h),24M1234  2T2345,ODT0015,,
1,2023.1,ANDREA CRISTINA DA SILVA GAMA CERQUEIRA (30h),24M1234  2T2345,ODT0015,,
1,2023.1,JACY RIBEIRO DE CARVALHO JUNIOR (60h),24M1234  2T2345,ODT0015,,
1,2023.1,BRUNA FRIZON GREGGIANIN (60h),24M1234  2T2345,ODT0015,,
1,2023.1,FERNANDA CRISTINA PIMENTEL GARCIA (15h),24M1234  2T2345,ODT0015,,
1,2023.1,SERGIO BRUZADELLI MACEDO (30h),24M1234  2T2345,ODT0015,,
1,2023.1,ANDRE LUIS VIEIRA CORTEZ (30h),24M1234  2T2345,ODT0015,,
1,2023.1,LILIANA VICENTE MELO DE LUCAS REZENDE (60h),24M1234  2T2345,ODT0015,,
1,2023.1,LUCAS FERNANDO TABATA (60h),24M1234  2T2345,ODT0015,,
1,2023.1,NEWTON CHAVES BRAGA (60h),24M1234  2T2345,ODT0015,,
1,2023.1,VALERIA MARTINS DE ARAUJO CARNEIRO (60h),234M1234  4T2345,ODT0016,,
1,2023.1,ALINE URSULA ROCHA FERNANDES (60h),234M1234  4T2345,ODT0016,,
1,2023.1,ROBERTO MACHADO CRUZ (60h),234M1234  4T2345,ODT0016,,
1,2023.1,EVELYN MIKAELA KOGAWA (60h),234M1234  4T2345,ODT0016,,
1,2023.1,AN TIEN LI (60h),234M1234  4T2345,ODT0016,,
1,2023.1,EDSON DIAS COSTA JUNIOR (240h),234M1234  4T2345,ODT0016,,
1,2023.1,CELSO DE FREITAS PEDROSA FILHO (240h),234M1234  4T2345,ODT0016,,
1,2023.1,RODRIGO ANTONIO DE MEDEIROS (60h),234M1234  4T2345,ODT0016,,
1,2023.1,AN TIEN LI (60h),5M1234  23T2345,ODT0018,,
1,2023.1,CRISTINE MIRON STEFANI (60h),5M1234  23T2345,ODT0018,,
1,2023.1,JACY RIBEIRO DE CARVALHO JUNIOR (120h),5M1234  23T2345,ODT0018,,
1,2023.1,LEANDRO AUGUSTO HILGERT (60h),5M1234  23T2345,ODT0018,,
1,2023.1,BRUNA FRIZON GREGGIANIN (60h),5M1234  23T2345,ODT0018,,
1,2023.1,RODRIGO ANTONIO DE MEDEIROS (30h),5M12,ODT0019,,
1,2023.1,LAUDIMAR ALVES DE OLIVEIRA (30h),6M12,ODT0024,,
1,2023.1,EMILIA CARVALHO LEITAO BIATO (30h),6M12,ODT0024,,
1,2023.1,ADRIANO DE ALMEIDA DE LIMA (30h),6M12,ODT0024,,
1,2023.1,FLAVIANA SOARES ROCHA (30h),2T23,ODT0025,,
1,2023.1,ANDREA CRISTINA DA SILVA GAMA CERQUEIRA (30h),2T23,ODT0025,,
1,2023.1,ADRIANO DE ALMEIDA DE LIMA (30h),6M34,ODT0026,,
1,2023.1,LAUDIMAR ALVES DE OLIVEIRA (30h),6M34,ODT0026,,
1,2023.1,AN TIEN LI (15h),6M34,ODT0026,,
1,2023.1,EMILIA CARVALHO LEITAO BIATO (15h),6M34,ODT0026,,
1,2023.1,RAYSSA FERREIRA ZANATTA (90h),4T2345 5T23,ODT0028,,
1,2023.1,LEANDRO AUGUSTO HILGERT (90h),4T2345 5T23,ODT0028,,
1,2023.1,FABRICIA ARAUJO PEREIRA (60h),4T2345 5T23,ODT0028,,
1,2023.1,FERNANDA CRISTINA PIMENTEL GARCIA (30h),4T2345 5T23,ODT0028,,
1,2023.1,LEONARDO FERNANDES DA CUNHA (15h),4T2345 5T23,ODT0028,,
1,2023.1,GILBERTO ALFREDO PUCCA JUNIOR (60h),5T2345,ODT0030,,
1,2023.1,FABIO CARNEIRO MARTINS (60h),5T2345,ODT0030,,
1,2023.1,TIAGO ARAUJO COELHO DE SOUZA (60h),5T2345,ODT0030,,
1,2023.1,TIAGO ARAUJO COELHO DE SOUZA (60h),3M1234,ODT0032,,
1,2023.1,ADRIANO DE ALMEIDA DE LIMA (60h),3M1234,ODT0032,,
1,2023.1,FLAVIANA SOARES ROCHA (30h),5T23,ODT0033,,
1,2023.1,ANDRE LUIS VIEIRA CORTEZ (30h),5T23,ODT0033,,
1,2023.1,SERGIO BRUZADELLI MACEDO (30h),5T23,ODT0033,,
2,2023.1,ANDRE LUIS VIEIRA CORTEZ (30h),6M45,ODT0033,,
1,2023.1,CRISTIANE TOMAZ ROCHA (30h),4M34,ODT0034,,
1,2023.1,CARLA MASSIGNAN (30h),4M34,ODT0034,,
1,2023.1,ERICA NEGRINI LIA (30h),4M34,ODT0034,,
1,2023.1,ELIANA MITSUE TAKESHITA NAKAGAWA (30h),4M34,ODT0034,,
1,2023.1,CARLA MASSIGNAN (30h),6T23,ODT0037,,
1,2023.1,EMILIA CARVALHO LEITAO BIATO (30h),6T23,ODT0037,,
3,2023.1,CARLA MASSIGNAN (30h),2T23,ODT0037,,
3,2023.1,EMILIA CARVALHO LEITAO BIATO (30h),2T23,ODT0037,,
1,2023.1,ERICA NEGRINI LIA (60h),3M1234  5T2345,ODT0039,,
1,2023.1,CARLA MASSIGNAN (120h),3M1234  5T2345,ODT0039,,
1,2023.1,CRISTIANE TOMAZ ROCHA (120h),3M1234  5T2345,ODT0039,,
1,2023.1,JANINE DELLA VALLE ARAKI (120h),3M1234  5T2345,ODT0039,,
1,2023.1,ELIANA MITSUE TAKESHITA NAKAGAWA (120h),3M1234  5T2345,ODT0039,,
1,2023.1,EMILIA CARVALHO LEITAO BIATO (60h),4M1234,ODT0051,,
1,2023.1,FABIO CARNEIRO MARTINS (30h),4M1234,ODT0051,,
1,2023.1,NILCE SANTOS DE MELO (30h),2M34,ODT0052,,
1,2023.1,ANDRE FERREIRA LEITE (30h),2M34,ODT0052,,
1,2023.1,PAULO TADEU DE SOUZA FIGUEIREDO (30h),2M34,ODT0052,,
1,2023.1,CARLA RUFFEIL MOREIRA MESQUITA (30h),2M34,ODT0052,,
1,2023.1,FABIO CARNEIRO MARTINS (30h),6M3  5T23 6T4,ODT0054,,
1,2023.1,CRISTINE MIRON STEFANI (45h),6M3  5T23 6T4,ODT0054,,
1,2023.1,ADRIANO DE ALMEIDA DE LIMA (60h),4M1234,ODT0055,,
1,2023.1,LEONARDO FERNANDES DA CUNHA (60h),4M1234,ODT0055,,
1,2023.1,FERNANDA CRISTINA PIMENTEL GARCIA (15h),4M1234,ODT0055,,
1,2023.1,NILCE SANTOS DE MELO (30h),4M1234,ODT0055,,
1,2023.1,PAULO TADEU DE SOUZA FIGUEIREDO (30h),4M1234,ODT0055,,
1,2023.1,BRUNA FRIZON GREGGIANIN (60h),3M1234,ODT0061,,
1,2023.1,MARIA DO CARMO MACHADO GUIMARAES (60h),3M1234,ODT0061,,
1,2023.1,VALERIA MARTINS DE ARAUJO CARNEIRO (60h),3M1234,ODT0061,,
